Idade;Classe de Trabalho;Peso Final;Educacao;Id-Educacao;Estado Civil;Ocupacao;Relacao;Raca;Sexo;Ganho de Capital;Perda de Capital;Horas-Por-Semana;Nacionalidade;Ganho Anual
30; Privado;261677; 9-ano;5; Nunca-casou; Limpeza; Nao-casado; Negro; Masculino;0;0;40;Brasil; <=25K
33; Privado;136331; Formado-EM;9; Casado-conjuge-ausente; Reparo-artesanal; Nao-casado; Branco; Masculino;0;0;50;Brasil; <=25K
34; Privado;329993; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
21; Privado;91819; Curso-profissionalizante;11; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;30;Brasil; <=25K
31; Privado;201122; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;1902;45;Brasil; >25K
48; Privado;315423; 5ou6-ano;3; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;103277; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;20;Brasil; <=25K
47; Privado;236805; Faculdade;10; Divorciado; Vendas; Nao-casado; Branco; Feminino;0;0;60;Brasil; <=25K
27; Privado;74883; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Asiatico; Feminino;0;0;40;Brasil; <=25K
18; Privado;115443; 2-colegial;7; Nunca-casou; Limpeza; Nao-membro-da-familia; Branco; Masculino;0;0;25;Brasil; <=25K
43; Privado;150528; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
36; Privado;43701; Faculdade;10; Viuvo; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;20;Brasil; <=25K
37; Governo-federal;419053; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;183594; Curso-profissionalizante;11; Nunca-casou; Reparo-artesanal; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
24; Privado;390348; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;36989; Bacharelado;13; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;3908;0;70;Brasil; <=25K
48; Privado;247895; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Negro; Masculino;0;0;40;Brasil; >25K
75; Privado;191446; 1ou4-ano;2; Conjuge-civ-casado; Outros-servicos; Membro-da-familia; Negro; Feminino;0;0;16;Brasil; <=25K
43; Trabalhador-nao-autonomo;33521; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;70;Brasil; >25K
64; Privado;46087; Bacharelado;13; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
67; ?;129188; Doutorado;16; Conjuge-civ-casado; ?; Marido; Branco; Masculino;20051;0;5;Brasil; >25K
36; Privado;356824; Formado-EM;9; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
53; Privado;158746; Faculdade;10; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;153323; Faculdade;10; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Negro; Masculino;0;0;20;Brasil; <=25K
73; Trabalhador-nao-autonomo;130391; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;36;Brasil; <=25K
46; Privado;173613; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
45; Privado;362883; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;5013;0;40;Brasil; <=25K
43; Privado;182757; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; >25K
20; Privado;50397; Formado-EM;9; Nunca-casou; Assistente-administrativo; Filho-proprio; Negro; Masculino;0;0;20;Brasil; <=25K
43; Governo-federal;101709; Faculdade;10; Divorciado; Limpeza; Nao-membro-da-familia; Asiatico; Masculino;0;0;40;Brasil; <=25K
21; Privado;202570; 3-colegial;8; Nunca-casou; Assistente-administrativo; Membro-da-familia; Negro; Masculino;0;0;48;Brasil; <=25K
40; Privado;145649; Formado-EM;9; Separado; Vendas; Nao-casado; Negro; Feminino;0;0;25;Brasil; <=25K
36; Privado;136343; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
64; Trabalhador-autonomo;142166; Bacharelado;13; Divorciado; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
19; ?;242001; Faculdade;10; Nunca-casou; ?; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
46; Privado;127089; Faculdade;10; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;5178;0;38;Brasil; >25K
46; Governo-municipal;124071; Mestrado;14; Divorciado; Executivo-gerencial; Nao-casado; Branco; Feminino;0;0;65;Brasil; >25K
41; Governo-municipal;190368; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;70;Brasil; <=25K
29; ?;19793; Faculdade;10; Divorciado; ?; Nao-casado; Branco; Feminino;0;0;8;Brasil; <=25K
28; Privado;67661; Faculdade;10; Nunca-casou; Assistente-administrativo; Membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
23; Privado;62278; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
30; Governo-federal;295010; Bacharelado;13; Nunca-casou; Seguranca; Nao-membro-da-familia; Branco; Feminino;0;0;60;Brasil; >25K
44; Privado;203897; Bacharelado;13; Casado-conjuge-ausente; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
27; Privado;265314; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;45;Brasil; >25K
25; Privado;159603; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-casado; Branco; Feminino;0;0;34;Brasil; <=25K
29; Privado;134331; 1-colegial;6; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
54; Privado;123011; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; >25K
27; Privado;274964; Bacharelado;13; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;65;Brasil; <=25K
34; Privado;66309; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;35;Brasil; <=25K
38; Privado;73471; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
24; ?;26671; Formado-EM;9; Nunca-casou; ?; Membro-da-familia; Nordicos; Feminino;0;0;40;Brasil; <=25K
56; Privado;357118; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
35; Trabalhador-autonomo;184655; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;62;Brasil; <=25K
23; ?;55492; Curso-profissionalizante;11; Nunca-casou; ?; Nao-membro-da-familia; Nordicos; Feminino;0;0;30;Brasil; <=25K
23; Privado;175266; Faculdade;10; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
19; Privado;188008; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Negro; Feminino;0;0;20;Brasil; <=25K
42; Privado;87284; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;7298;0;35;Brasil; >25K
46; Privado;330087; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;15024;0;45;Brasil; >25K
48; Trabalhador-autonomo;56975; Formado-EM;9; Divorciado; Vendas; Nao-casado; Asiatico; Feminino;0;0;84;Brasil; <=25K
27; Privado;150025; Formado-EM;9; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
22; ?;189203; Associacao-academica;12; Nunca-casou; ?; Membro-da-familia; Branco; Masculino;0;0;15;Brasil; <=25K
49; Trabalhador-autonomo;330874; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;70;Brasil; >25K
23; Privado;136824; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
24; Privado;201179; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;324654; Formado-EM;9; Nunca-casou; Operador-maquina; Filho-proprio; Asiatico; Masculino;0;0;40;Brasil; <=25K
25; Governo-federal;366207; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
33; Trabalhador-nao-autonomo;103860; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
22; Privado;106700; Associacao-academica;12; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;27;Brasil; <=25K
54; Governo-municipal;163557; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
39; Trabalhador-autonomo;286261; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
25; Privado;123083; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
75; Trabalhador-autonomo;125197; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;26;Brasil; <=25K
28; Trabalhador-nao-autonomo;278073; Formado-EM;9; Nunca-casou; Operador-maquina; Membro-da-familia; Negro; Masculino;0;0;30;Brasil; <=25K
50; Privado;133963; Bacharelado;13; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
62; Trabalhador-nao-autonomo;71467; Bacharelado;13; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;55;Brasil; >25K
40; Privado;76487; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
58; Governo-municipal;215245; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;37;Brasil; <=25K
24; Governo-federal;127185; Associacao-academica;12; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
21; Privado;179720; Formado-EM;9; Nunca-casou; Outros-servicos; Membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
40; Privado;88909; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
45; Privado;341995; Curso-profissionalizante;11; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;1902;42;Brasil; >25K
48; Privado;173938; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
34; Privado;344275; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;70;Brasil; <=25K
23; Privado;150463; Formado-EM;9; Nunca-casou; Servico-caseiro-privado; Nao-casado; Outros; Feminino;0;0;40;Brasil; <=25K
43; Governo-municipal;209544; Mestrado;14; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;10520;0;50;Brasil; >25K
42; Governo-municipal;201723; Faculdade;10; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
39; Trabalhador-nao-autonomo;343476; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
52; Trabalhador-autonomo;77392; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
21; ?;171156; Faculdade;10; Nunca-casou; ?; Nao-membro-da-familia; Branco; Feminino;0;0;35;Brasil; <=25K
56; Trabalhador-nao-autonomo;357118; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;60;Brasil; <=25K
48; Governo-federal;167749; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
37; Trabalhador-nao-autonomo;352882; Formado-EM;9; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Asiatico; Feminino;0;0;70;Brasil; >25K
25; Privado;51201; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;35;Brasil; <=25K
40; Privado;365986; Bacharelado;13; Conjuge-civ-casado; Limpeza; Filho-proprio; Branco; Masculino;0;0;40;Brasil; >25K
34; Privado;400416; 2-colegial;7; Nunca-casou; Operador-maquina; Filho-proprio; Negro; Masculino;0;0;45;Brasil; <=25K
52; Privado;31533; Formado-EM;9; Divorciado; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
41; Privado;106900; Bacharelado;13; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;1902;42;Brasil; >25K
36; Governo-municipal;192337; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
21; Privado;118712; Curso-profissionalizante;11; Nunca-casou; Reparo-artesanal; Filho-proprio; Branco; Masculino;0;1504;40;Brasil; <=25K
28; Privado;301654; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
31; Trabalhador-nao-autonomo;145162; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;60;Brasil; >25K
20; Privado;88126; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;9;Brasil; <=25K
68; Privado;165017; Formado-EM;9; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
35; Privado;238342; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;857532; Formado-EM;9; Nunca-casou; Operador-maquina; Filho-proprio; Negro; Masculino;0;0;40;Brasil; <=25K
64; Privado;134378; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
17; Privado;260797; 1-colegial;6; Nunca-casou; Limpeza; Filho-proprio; Branco; Feminino;0;0;23;Brasil; <=25K
25; Privado;138765; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;20;Brasil; <=25K
74; ?;256674; Formado-EM;9; Viuvo; ?; Nao-membro-da-familia; Branco; Feminino;0;0;25;Brasil; <=25K
31; Privado;247444; Curso-profissionalizante;11; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
51; Chefe-de-estado;454063; Doutorado;16; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
67; Privado;180539; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;10;Brasil; <=25K
42; Privado;397346; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;3325;0;40;Brasil; <=25K
29; Privado;107160; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
31; Privado;262024; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
21; Privado;131230; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;37;Brasil; <=25K
67; Privado;274451; 1-colegial;6; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;16;Brasil; <=25K
41; Chefe-de-estado;365986; Formado-EM;9; Divorciado; Seguranca; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; >25K
27; Privado;204515; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Feminino;0;0;36;Brasil; <=25K
51; Privado;99316; 3-colegial;8; Divorciado; Movimentacao-de-transporte; Nao-casado; Branco; Masculino;0;0;50;Brasil; <=25K
21; ?;206681; 2-colegial;7; Conjuge-civ-casado; ?; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
28; Privado;268726; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;46;Brasil; <=25K
21; Privado;275395; Faculdade;10; Nunca-casou; Reparo-artesanal; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
28; Privado;383322; Curso-profissionalizante;11; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; >25K
29; Privado;126822; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;35;Brasil; <=25K
39; Trabalhador-autonomo;168355; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;70;Brasil; <=25K
21; Privado;162667; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
43; Privado;373403; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
44; Trabalhador-nao-autonomo;274562; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;14344;0;40;Brasil; >25K
28; Privado;249362; 2-colegial;7; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
31; Privado;111567; 9-ano;5; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;43;Brasil; >25K
18; ?;216508; Formado-EM;9; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;30;Brasil; <=25K
27; Privado;145784; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Nordicos; Feminino;0;0;45;Brasil; <=25K
34; Chefe-de-estado;209317; Faculdade;10; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
25; Privado;259505; Formado-EM;9; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;345360; Bacharelado;13; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
43; Governo-municipal;198096; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;7688;0;40;Brasil; >25K
40; Trabalhador-autonomo;33126; Mestrado;14; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
21; Privado;206354; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-casado; Negro; Feminino;0;0;35;Brasil; <=25K
25; Privado;1484705; Faculdade;10; Divorciado; Executivo-gerencial; Nao-casado; Branco; Feminino;0;0;25;Brasil; <=25K
21; Privado;26410; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
19; Trabalhador-nao-autonomo;220901; Faculdade;10; Nunca-casou; Movimentacao-de-transporte; Filho-proprio; Branco; Masculino;0;0;30;Brasil; <=25K
49; Trabalhador-autonomo;44671; Associacao-academica;12; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; >25K
20; Privado;38620; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
36; Privado;89040; 2-colegial;7; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;47;Brasil; <=25K
32; Privado;370160; Faculdade;10; Separado; Executivo-gerencial; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
23; Privado;208946; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;32;Brasil; <=25K
21; Privado;131230; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;10;Brasil; <=25K
25; Privado;60358; Bacharelado;13; Nunca-casou; Executivo-gerencial; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
26; Privado;350853; 5ou6-ano;3; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;209782; Bacharelado;13; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
22; Privado;351952; Faculdade;10; Nunca-casou; Profissional-especializado; Nao-casado; Branco; Feminino;0;0;20;Brasil; <=25K
26; Privado;142081; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
22; Privado;164775; 9-ano;5; Nunca-casou; Operador-maquina; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
41; Governo-municipal;47858; Bacharelado;13; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;40;Brasil; >25K
18; Privado;404085; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
24; Privado;218678; Bacharelado;13; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;184655; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;1740;48;Brasil; <=25K
36; Privado;321760; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;17;Brasil; <=25K
45; Governo-municipal;185399; Mestrado;14; Divorciado; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;55;Brasil; <=25K
38; Governo-municipal;409200; Faculdade;10; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; >25K
38; Privado;40077; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;50;Brasil; >25K
34; Trabalhador-nao-autonomo;31740; Formado-EM;9; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
53; Governo-municipal;233722; Associacao-academica;12; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Negro; Masculino;0;0;40;Brasil; <=25K
32; Privado;192039; Curso-profissionalizante;11; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
17; Privado;222618; 2-colegial;7; Nunca-casou; Vendas; Filho-proprio; Negro; Feminino;0;0;30;Brasil; <=25K
45; Chefe-de-estado;213646; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
31; Governo-municipal;194141; Formado-EM;9; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;48;Brasil; <=25K
47; Chefe-de-estado;80282; Doutorado;16; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
27; Privado;166350; Formado-EM;9; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
61; Governo-federal;60641; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;30;Brasil; <=25K
33; Privado;124827; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
67; Privado;105438; Formado-EM;9; Separado; Operador-maquina; Membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
38; Privado;85244; Bacharelado;13; Separado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
25; Privado;120535; Formado-EM;9; Divorciado; Vendas; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
33; Governo-municipal;269604; 5ou6-ano;3; Nunca-casou; Outros-servicos; Nao-casado; Outros; Feminino;0;0;40;Brasil; <=25K
27; Privado;247711; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
45; Privado;380922; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;60;Brasil; >25K
24; Privado;281221; Bacharelado;13; Nunca-casou; Assistente-administrativo; Membro-da-familia; Asiatico; Feminino;0;0;40;Brasil; <=25K
23; Privado;269687; Curso-profissionalizante;11; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
48; Privado;181758; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
61; Governo-federal;136787; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
22; Privado;107882; Formado-EM;9; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;20;Brasil; <=25K
34; Privado;172579; Curso-profissionalizante;11; Divorciado; Suporte-Tecnico; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
32; Privado;29933; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;5178;0;40;Brasil; >25K
35; Governo-federal;38905; Faculdade;10; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
36; Privado;168826; 1-colegial;6; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;424034; Formado-EM;9; Nunca-casou; Executivo-gerencial; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
60; Privado;117509; 9-ano;5; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
28; ?;196971; Bacharelado;13; Nunca-casou; ?; Nao-membro-da-familia; Branco; Feminino;0;0;43;Brasil; <=25K
64; Privado;69525; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-casado; Branco; Masculino;0;0;20;Brasil; <=25K
22; Privado;374116; Formado-EM;9; Nunca-casou; Vendas; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
27; Privado;283913; 5ou6-ano;3; Nunca-casou; Servico-caseiro-privado; Nao-membro-da-familia; Branco; Feminino;0;0;65;Brasil; <=25K
36; Chefe-de-estado;147258; Faculdade;10; Divorciado; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;60;Brasil; <=25K
27; Privado;139903; Formado-EM;9; Nunca-casou; Vendas; Nao-casado; Negro; Feminino;0;0;30;Brasil; <=25K
52; Privado;112959; Faculdade;10; Viuvo; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
57; Trabalhador-nao-autonomo;264148; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
